SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q0512,Q0406,Q0503,Q0504,Q0509,Q0511,Q051102,Q051901,Q051902,Q051903,Q051904,Q051905,Q051906,Q051907
98,1,30,11,1,1,4,4,1,2023,5, , , , ,5,7,8,3,7, ,5, , , , , , , 
5,2,47,8,1,1,12,12,1,2024,1, ,2000,1, ,10,10,8,4,10,10,6, , , , , , , 
98,1,37,8,1,1,5,5,1,2024,1, ,2000,3, ,8,9,10,4,8,9,8, , , , , , , 
5,1,52,8,2,6,7,6,1,2023,1, ,2000,1, ,8,8,4,6,8,8,7, , , , , , , 
98,1,51,5,2,5,10,7,1,2023,1, ,2000,3, ,8,9,4,3,9,9,8, , , , , , , 
98,1,36,15,2,4,8,5,1,2023,1, ,2000,1, ,6,6,9,97,6,6,6,1,1,1,1,1,1,1
5,1,59,8,2,6,12,11,1,2024,1, ,2000,3, ,9,9,4,6,9,9,9, , , , , , , 
2,1,51,7,2,5,8,7,1,2024,1, ,2000,3, ,9,9,8,6,9, ,10, , , , , , , 
98,2,31,1,1,6,9,4,1,2024,1, ,2000,3, ,8,9,10,98,9,9,7, , , , , , , 
98,2,43,12,2,5,10,3,1,2023,1, ,1500,1, ,4, ,9,98,7,5,3, , , , , , , 
98,1,36,8,2,2,8,5,1,2024,1, ,2000,3, ,6,9,9,3,10,9,9, , , , , , , 
4,1,46,8,2,5,10,8,1,2023,1, ,2000,1, ,8,7,4,1,8,8,8, , , , , , , 
98,1,60,8,2,6,10,5,1,2023,1, ,2000,1, ,9,10,4,4,10,10,8, , , , , , , 
98,1,36,4,2,4,5,5,1,2023,5, , , , ,9,9,4,3,10,10,10, , , , , , , 
2,1,46,4,2,5,11,11,1,2023,5, , , , ,1, , , , ,2,1,2,2,2,2,2,1,1
2,2,33,2,2,4,5,1,1,2023,1, ,2000,3, ,4,8,3,98,7,8,5, , , , , , , 
98,1,51,1,2,5,11,10,1,2023,1, ,2000,1, ,8,8,4,1,8,8,8, , , , , , , 
98,1,47,13,1,1,10,10,1,2023,3, ,2000,1, ,5, ,11,2,5,1,1, , , , , , , 
98,2,35,8,97,7,11,4,1,2024,1, ,2000,1, ,9,10,3,2,10,10,9, , , , , , , 
5,1,47,7, , , , ,1,2023,1, ,2000,1, ,7,7, , , ,7,7, , , , , , , 
98,1,61,8,2,6,12,4,1,2024,3, ,2200,3, ,7,9,3,4,9,9,9, , , , , , , 
98,1,37,8,2,4,11,10,1,2023,1, ,3000,3, ,8,8,8,4,8,8,8, , , , , , , 
5,1,33,13,2,2,7,4,1,2023,1, ,2000,1, ,7, ,7,98,10, ,10, , , , , , , 
5,1,43,1,2,4,5,3,1,2023,1, ,2000,1, ,4,7,4,1,7,7,4, , , , , , , 
98,2,35,1,1,1,5,5,1,2023,3, ,2000,1, ,8,8,12,97,10,8,5, , , , , , , 
5,1,43,8,2,6,8,5,1,2024,5, , , , ,8, ,12,98,10,10,9,1,1,2,1,2,1,2
98,1,42,6,2,5,7,4,1,2024,1, ,2000,3, ,10,9,4,1,10,10,10, , , , , , , 
98,1,36,1,2,2,11,10,1,2023,5, , , , ,7, ,3,98,8,7,7,1,1,2,2,2,1,2
3,1,40,8,2,2,9,5,1,2024,5, , , , ,5,9,10,98,6, ,5, , , , , , , 
98,1,47,1,2,5,4,4,1,2024,3, ,2200,3, ,9,10,3,98,10,9,7, , , , , , , 
98,1,41,8,2,5,11,7,1,2023,5, , , , ,7, , , , ,8,7,1,1,1,2,2,1,1
2,1,51,8,2,5,13,13,1,2024,3, ,2200,3, ,8,9,4,98,10,10,9, , , , , , , 
98,1,43,8,1,1,4,4,1,2023,3, ,2000,1, ,9, ,4,1,9,9,7, , , , , , , 
2,1,39,8,2,4,12,12,1,2024,5, , , , ,6,6,10,7,6,6,4, , , , , , , 
98,2,37,5,97,1,3,3,1,2023,5, , , , ,10,10,3,98,10,10,10,1,1,1,1,1,1,1
3,1,55,8,2,6,13,12,1,2023,1, ,2000,1, ,3,8,8,1,7,7,2, , , , , , , 
98,1,49,15,1,6,13,13,1,2023,3, ,3000,3, ,1,7,4,1,10,5,5, , , , , , , 
2,1,40,15,97,5,4,4,1,2023,1, ,2000,1, ,6,10,9,98,10,10,4, , , , , , , 
5,1,71,10,2,7,7,3,1,2023,3, ,3000,3, ,7,7,2,6,7,7,7, , , , , , , 
5,1,49,6,2,5,12,11,1,2024,5, , , , ,9,9,9,1,9,9,7,1,1,1,1,2,1,1
98,1,51,1,1,1,5,5,1,2024,1, ,2000,3, ,6,8,98,97,8,8,8, , , , , , , 
1,1,46,9,2,5,7,7,1,2024,5, , , , ,9,9,4,6,9, ,9,1,1,1,1,1,1,1
98,2,32,8,1,1,11,11,1,2023,1, ,2000,3, ,7,9,2,4,10,10,5, , , , , , , 
98,1,46,12,2,4,9,6,1,2024,5, , , , ,5, , , , , ,5,1,1,1,2,2,2,1
98,1,39,4, , , , ,1,2024,5, , , , ,7, ,12,98,9, ,6,1,1,1,1,2,1,1
98,1,32,8,1,1,4,4,1,2024,5, , , , ,5, , , , ,8,5,1,1,2,1,1,1,2
98,2,38,15,2,4,5,5,1,2023,1, ,1600,1, ,8,10,9,98,9,10,7, , , , , , , 
98,1,43,8,97,1,6,6,1,2023,5, , , , ,10,5,3,4,10,10,10, , , , , , , 
98,1,56,1,2,7,12,12,1,2023,1, ,2000,3, ,7,8,4,98,7,10,2, , , , , , , 
98,1,49,11,2,3,6,3,1,2023,1, ,2000,3, ,7,6,11,6,6,6,2, , , , , , , 
98,2,43,8,1,1,9,9,1,2024,1, ,2200,3, ,9,8,4,4,8,10,8, , , , , , , 
98,1,61,9,2,7,10,8,1,2023,1, ,2000,1, ,9,9,4,4,10,9,9, , , , , , , 
98,1,44,13,2,5,10,10,1,2024,1, ,3000,3, ,8, ,8,97,8,8,6, , , , , , , 
98,1,43,2,1,1,5,5,1,2024,5, , , , ,6,8, , , ,5,4,1,1,1,1,2,1,1
98,1,43,8,97,5,2,2,1,2024,1, ,1400,1, ,6,7, , , ,9,6, , , , , , , 
4,1,57,1,2,6,10,8,1,2023,1, ,4300,2, ,8,9,4,3,9,9,9, , , , , , , 
98,1,34,10,1,1,4,4,1,2023,5, , , , ,4, , , , , ,1,1,1,1,1,2,1,1
5,1,49,8,2,5,8,5,1,2023,1, ,2000,1, ,9,9,4,1,10,9,6, , , , , , , 
98,1,42,8,1,7,10,5,1,2023,1, ,2000,3, ,6,5,11,7,7,7,7, , , , , , , 
5,1,35,4,2,2,9,5,1,2023,1, ,2000,3, ,8,8,9,2,9,8,7, , , , , , , 
98,1,37,8,1,1,4,4,1,2024,5, , , , ,8,9, , , ,9,7,1,1,1,2,1,1,1
1,1,50,1,97,1,4,4,1,2023,1, ,1000, ,5,1,3,4,6,4,1,1, , , , , , , 
4,1,56,8,2,6,9,9,1,2024,5, , , , ,10, ,9,98,10,9,9,1,2,1,1,1,1,1
5,1,38,15,2,4,7,5,1,2024,5, , , , ,5,8, , , , ,8,1,1,2,2,2,1,2
98,1,36,1,2,2,7,3,1,2024,1, ,2000,3, ,9,10,4,6,10,10,5, , , , , , , 
98,1,48,10, , , , ,1,2023,1, ,3000,3, ,6,7,3,7,7,7,6, , , , , , , 
4,2,24,14,1,6,10,2,1,2023,3, ,3000,3, ,4,7, , , ,8,1, , , , , , , 
5,2,53,8,1,1,9,9,1,2023,1, ,2000,1, ,9,9,3,3,9,9,9, , , , , , , 
5,1,60,1,2,6,13,12,1,2024,1, ,2000,3, ,6,6,4,98,7,5,6, , , , , , , 
98,2,43,10,2,5,9,3,1,2023,1, ,2000,1, ,7,8,9,97,8,8,6,1,1,1,1,1,1,1
5,1,51,8,2,6,10,6,1,2024,1, ,2000,3, ,7,7,6,4,7,7,7, , , , , , , 
5,1,52,5,2,5,7,4,1,2023,1, ,2000,1, ,6,7,11,6,6,7,2, , , , , , , 
98,2,57,13,1,1,5,5,1,2023,4,1,2000,3, ,9,8,3,98,8,10,9, , , , , , , 
5,1,53,3,2,6,13,13,1,2023,4,2,3600,3, ,8,9,3,98,8,8,5, , , , , , , 
98,1,39,8,2,4,4,3,1,2024,1, ,2500,3, ,5,6,98,1,5,5,1, , , , , , , 
98,2,45,12, , , , ,1,2024,1, ,2000,3, ,5,9,3,98,7,8,5, , , , , , , 
5,1,47,8,2,5,6,4,1,2024,1, ,2000,3, ,9,10,3,4,9,9,9, , , , , , , 
3,1,41,8,2,3,8,4,1,2023,1, ,2000,3, ,5,9,3,6,8,8,3, , , , , , , 
5,1,41,1,2,5,5,5,1,2023,3, ,2000,3, ,6,9,4,97,6,5,4, , , , , , , 
4,2,34,2,1,6,12,6,1,2023,1, ,2000,1, ,6,8,10,3,7,7,5, , , , , , , 
3,1,53,8,2,3,7,3,1,2024,1, ,1500,1, ,9,9,12,98,9,9,8, , , , , , , 
4,1,49,4,2,4,11,7,1,2023,5, , , , ,6,6,12,98,7,7,5,2,1,1,2,2,1,1
2,1,43,12,2,5,9,9,1,2023,1, ,2000,3, ,9,9, , , ,10,10, , , , , , , 
98,2,24,5, , , , ,1,2023,4,1,1600,1, ,8,8,4,4,8,8,8, , , , , , , 
98,1,50,4, , , , ,1,2023,1, ,2000,1, ,8,8,8,3,9, ,7, , , , , , , 
98,2,36,4,2,4,11,10,1,2023,5, , , , ,5, , , , ,6,6,1,1,1,1,1,1,1
98,1,64,8,2,7,8,5,1,2023,1, ,2000,1, ,8,9,8,97,9,8,8, , , , , , , 
3,1,48,1,2,5,13,13,1,2024,3, ,2200,3, ,7,9,9,1,8,9,9, , , , , , , 
98,1,31,1,2,2,8,3,1,2024,1, ,3000,1, ,10,6,4,4,10,9,10, , , , , , , 
98,1,41,1,2,3,5,5,1,2023,1, ,2000,1, ,7,9,12,4,8,8,6, , , , , , , 
4,2,36,4,2,4,11,5,1,2024,1, ,2000,1, ,9,6,10,98,9,10,9, , , , , , , 
5,1,53,7,2,6,7,7,1,2023,1, ,2000,3, ,5,8,4,98,5,5,3, , , , , , , 
98,1,51,1,97,5,5,5,1,2023,1, ,2000,1, ,5,7,4,6,7,8,6, , , , , , , 
1,2,31,8,1,1,5,5,1,2024,5, , , , ,8, ,12,6,9,9,9, , , , , , , 
3,1,39,15,2,4,7,4,1,2024,1, ,2000,3, ,9,8,8,1,10,10,6, , , , , , , 
98,2,49,12,2,6,3,99,1,2024,1, ,2000,3, ,6,9,10,98,9,9,6, , , , , , , 
98,1,37,1,1,1,13,13,1,2024,5, , , , ,5,6,10,1,10,10,10, , , , , , , 
98,1,40,8,2,5,13,13,1,2023,1, ,3000,3, ,8,8,3,7,8,9,7, , , , , , , 
98,2,50,5,2,6,6,3,1,2024,1, ,2000,3, ,7,8,3,1,8,8,8, , , , , , , 
98,1,47,8,2,5,7,4,1,2024,3, ,2000,1, ,9,9,10,3,10,10,9, , , , , , , 
98,1,48,8,97,1,6,6,1,2024,1, ,2000,3, ,5,5,10,7,7,7,2, , , , , , , 
98,2,56,8,2,6,13,98,1,2023,4,2,3000,3, ,9,9,4,1,10,10,10, , , , , , , 
98,1,56,8,2,6,7,7,1,2024,1, ,2000,1, ,7,9,4,2,10,9,9, , , , , , , 
3,2,51,1,2,6,99,99,1,2024,3, ,3000,3, ,5,9,3,3,9,9,6, , , , , , , 
1,1,55,12,2,6,13,13,1,2023,1, ,4300,3, ,6,7,9,98,10,6,10, , , , , , , 
3,1,63,2, , , , ,1,2023,1, ,2000,3, ,6,7,4,98,6,6,6, , , , , , , 
98,1,46,4,2,5,4,1,1,2023,5, , , , ,4, , , , ,9,5,1,1,1,1,1,1,1
1,1,39,8,2,4,10,6,1,2023,1, ,3000,2, ,8,8,3,1,8,8,8, , , , , , , 
5,2,44,7,97,1,4,4,1,2023,1, ,2000,1, ,8,8,2,1,8,8,8, , , , , , , 
5,2,42,8,1,7,8,4,1,2023,3, ,2000,3, ,6,8,3,4,8,9,8, , , , , , , 
5,1,37,8,2,4,7,3,1,2023,1, ,2000,3, ,9,10,4,98,10,10,10, , , , , , , 
98,1,35,8,2,2,13,4,1,2024,1, ,2000,3, ,8,7,3,7,9,8,8, , , , , , , 
98,1,34,3,1,1,4,4,1,2024,5, , , , ,4,10,9,4,10,8,4,1,1,1,1,1,1,1
98,1,39,11,97,1,3,3,1,2024,1, ,2000,1, ,10,9,4,1,10,10,10, , , , , , , 
2,1,51,6,2,5,10,6,1,2024,1, ,2000,1, ,6,7,12,6,8,8,5, , , , , , , 
5,2,58,1,2,6,10,4,1,2023,1, ,3000,3, ,9,7,9,3,9,9,8, , , , , , , 
98,2,51,11, , , , ,1,2024,1, ,2000,3, ,7,6,4,98,8,7,7, , , , , , , 
5,1,67,1,2,6,10,10,1,2023,3, ,3000,3, ,8,8,4,97,9,9,7, , , , , , , 
98,2,56,1,97,7,10,6,1,2024,1, ,2000,3, ,6,8, , , ,7,6, , , , , , , 
98,1,37,14,2,3,10,6,1,2023,4,2,3000,3, ,4,5,11,98,5,5,4, , , , , , , 
98,2,35,8,1,1,4,4,1,2024,1, ,2000,3, ,10,10,4,4,10,10,10, , , , , , , 
3,1,55,2,2,5,6,2,1,2023,1, ,2000,1, ,1,3,4,1,1, ,1, , , , , , , 
3,1,35,8,2,4,13,5,1,2023,5, , , , ,6,6,9,98,9,10,7,1,1,1,2,2,2,1
98,1,42,8, , , , ,1,2024,5, , , , ,8,8, , , , ,6,1,1,2,1,2,1,1
98,1,49,7,2,5,8,5,1,2023,1, ,3000,3, ,7,8,4,98,8, ,6, , , , , , , 
98,2,47,1,2,5,10,6,1,2023,1, ,2000,1, ,5,6,4,4,7,6,2, , , , , , , 
5,1,45,1,2,4,8,7,1,2023,1, ,2000,3, ,7,10,4,98,9,7,3, , , , , , , 
3,2,39,8,2,4,99,99,1,2024,1, ,2000,1, ,7,8,3,4,8,8,8, , , , , , , 
4,1,46,1,2,5,11,11,1,2023,1, ,3000,3, ,10,8,3,4,10,10,10, , , , , , , 
5,2,38,8,2,4,11,6,1,2024,1, ,2000,3, ,9,8,2,4,9,9,8, , , , , , , 
98,1,32,4,1,1,11,11,1,2024,5, , , , ,3,4,10,1,3,5,6, , , , , , , 
5,2,56,2,2,6,12,1,1,2024,1, ,2000,3, ,8,8,4,6,8,9,8, , , , , , , 
98,1,53,8,1,1,6,6,1,2024,1, ,2000,1, ,7,8,4,98,9,9,4, , , , , , , 
98,1,59,1,2,6,7,5,1,2023,1, ,2000,1, ,9,9, , , ,9,8, , , , , , , 
98,1,34,3,2,4,8,4,1,2024,5, , , , ,9,10,10,1,10,10,10, , , , , , , 
5,1,37,1,1,1,7,7,1,2023,1, ,2000,3, ,8,9,3,7,9,9,9, , , , , , , 
5,1,44,8,2,3,8,5,1,2023,1, ,2000,3, ,7,8,98,97,8,8,8, , , , , , , 
98,1,23,9,1,1,99,99,1,2024,1, ,2000,1, ,5, , , , ,5,5, , , , , , , 
98,1,53,8,1,1,3,3,1,2023,3, ,2000,1, ,8,10,3,1,10,10,10, , , , , , , 
5,1,61,10,2,6,99,99,1,2023,1, ,2000,1, ,8,9,8,3,9,9,8, , , , , , , 
98,2,42,12,2,5,10,99,1,2024,1, ,3000,3, ,4, , , , ,5,4, , , , , , , 
98,1,39,8, , , , ,1,2023,1, ,2000,3, ,4,4,10,1,5,6,5, , , , , , , 
98,1,41,15,2,5,6,6,1,2023,1, ,2000,1, ,9,9,4,1,10,9,9, , , , , , , 
98,1,41,5,2,4,5,5,1,2023,1, ,2000,1, ,8,8,4,98,8,8,8, , , , , , , 
2,2,42,1,2,5,4,4,1,2024,1, ,4000,3, ,9,9,3,3,9,9,9, , , , , , , 
98,1,33,13,1,1,4,4,1,2024,5, , , , ,10, ,12,98,10,10,10,1,1,1,1,2,1,1
4,1,43,8,97,5,5,5,1,2023,3, ,3000,3, ,9,9,4,97,9,10,10, , , , , , , 
98,1,46,10,1,1,6,6,1,2024,1, ,2000,3, ,8,9, , , ,8,7, , , , , , , 
5,1,35,12,1,1,5,5,1,2023,1, ,2000,1, ,5, , , , ,8,5, , , , , , , 
98,2,35,4,2,2,12,10,1,2023,3, ,3000,3, ,8, ,1,98,8,10,8, , , , , , , 
98,1,40,8,2,5,6,6,1,2024,5, , , , ,8, ,12,98,8,8,8,1,2,1,2,2,1,1
98,2,35,11,97,6,12,3,1,2024,1, ,2000,1, ,9,9,10,1,10,10,9, , , , , , , 
4,1,42,16,2,4,11,11,1,2023,5, , , , ,8,10,98,98,8,8,5,1,1,2,1,2,2,1
5,1,29,8,2,2,8,5,1,2023,1, ,2000,1, ,9,9,4,2,9,9,9, , , , , , , 
4,1,43,1,2,5,13,13,1,2024,5, , , , ,3, , , , ,6,7,1,1,1,1,1,1,1
98,1,49,4,2,5,6,6,1,2024,5, , , , ,6, , , , ,6,6,1,1,1,1,1,1,1
1,1,40,10,2,3,7,4,1,2023,5, , , , ,8,8,9,3,8,8,8, , , , , , , 
98,1,36,8,2,2,4,4,1,2023,1, ,2000,1, ,8,10,3,4,10,10,7, , , , , , , 
5,1,50,8,2,5,99,7,1,2023,1, ,2000,1, ,9,10,8,7,10,9,9, , , , , , , 
4,1,51,8,2,6,7,6,1,2023,1, ,2000,3, ,7,8,4,97,7,7,6, , , , , , , 
98,2,22,8, , , , ,1,2023,3, ,2000,3, ,8,10,4,6,9, ,10, , , , , , , 
98,1,39,1,2,4,11,5,1,2023,1, ,2000,3, ,4,8,9,98,4,7,3, , , , , , , 
98,1,41,1,2,4,10,5,1,2023,1, ,2000,3, ,7,8,4,97,8,7,8, , , , , , , 
98,1,43,3, , , , ,1,2024,1, ,2000,1, ,10,10,4,3,10, ,10, , , , , , , 
98,2,57,1,2,6,99,99,1,2024,1, ,2000,3, ,9,8,4,98,9,9,9, , , , , , , 
5,2,49,10,2,5,13,6,1,2024,1, ,3000,3, ,10,10,8,4,10,10,10, , , , , , , 
98,2,48,4,2,6,11,4,1,2024,1, ,1800,3, ,10,10,4,6,10,9,10, , , , , , , 
5,2,46,11,2,6,9,4,1,2024,1, ,2000,1, ,6,6,1,6,6, ,6, , , , , , , 
98,1,41,1,2,3,11,7,1,2024,1, ,2000,3, ,9,9,8,4,9,10,9, , , , , , , 
1,1,37,15,1,1,3,3,1,2023,5, , , , ,7,9,2,4,9,9,9,1,1,1,1,1,1,1
98,1,25,10,1,6,99,4,1,2024,1, ,2000,3, ,8,8,9,6,8,8,8, , , , , , , 
1,1,46,11,1,4,10,7,1,2024,4,2,2000,3, ,8,8,4,98,8,8,7, , , , , , , 
98,2,55,1,2,6,11,3,1,2024,4,2,2000,3, ,7,8,4,97,8,7,7, , , , , , , 
4,1,41,1,2,4,5,1,1,2023,5, , , , ,6, ,9,98,5, ,5,1,2,2,2,2,2,1
98,1,48,11,2,5,5,5,1,2023,1, ,1500,1, ,8, ,10,98,10,10,8, , , , , , , 
3,1,48,11,2,5,6,6,1,2023,1, ,3000,3, ,9,8,3,7,9, ,8, , , , , , , 
98,1,45,7,2,5,13,5,1,2024,1, ,2200,1, ,7,7,4,1,7,7,6, , , , , , , 
98,2,39,1,1,1,10,10,1,2023,1, ,2000,3, ,8,9,4,98,8,8,8, , , , , , , 
98,1,35,11,1,1,5,5,1,2023,5, , , , ,9, , , , ,9,9,1,1,1,1,1,1,1
98,1,51,9,2,6,13,12,1,2023,3, ,2200,3, ,6,9,4,98,10,8,10, , , , , , , 
2,2,45,1,2,5,11,5,1,2023,1, ,2000,3, ,7,8,4,1,7,8,4, , , , , , , 
98,2,67,8,2,6,10,5,1,2023,1, ,1500,1, ,9,9,2,7,9, ,8, , , , , , , 
98,1,52,8,2,6,9,7,1,2023,1, ,2000,3, ,5,8,3,7,9, ,5, , , , , , , 
98,1,48,8,2,5,10,10,1,2024,4,2,2000,3, ,6,7,4,97,7,7,6, , , , , , , 
1,1,34,3,2,2,6,3,1,2024,1, ,2000,3, ,8, ,3,6,10,10,10, , , , , , , 
98,1,50,17,1,1,5,5,1,2023,1, ,2000,1, ,9,9,98,7,10,9,9, , , , , , , 
4,1,27,14,1,1,10,10,1,2023,1, ,2000,1, ,7,7,8,98,8,10,4, , , , , , , 
3,1,41,6, , , , ,1,2024,4,2,3200,3, ,10,10,9,4,10,10,10, , , , , , , 
5,2,37,8,2,4,12,4,1,2024,1, ,2000,1, ,9,10,2,3,10,10,8, , , , , , , 
98,1,45,11,2,5,11,11,1,2023,1, ,2000,1, ,4, ,12,6,6,8,7, , , , , , , 
3,1,44,15,2,5,11,7,1,2024,5, , , , ,10,10,98,97,10, ,10,1,1,1,1,1,1,1
98,1,41,4,2,4,10,10,1,2024,1, ,3000,3, ,9,9,4,1,9,9,9, , , , , , , 
98,1,38,5,1,1,4,4,1,2023,1, ,3000,3, ,6,5,8,7,8,8,7, , , , , , , 
2,2,45,8,2,5,13,6,1,2023,1, ,2000,2, ,10,10,4,3,10,10,8, , , , , , , 
5,1,38,15,2,4,8,4,1,2023,1, ,2000,3, ,7,9,12,97,7,8,5, , , , , , , 
98,2,47,11,2,6,99,99,1,2023,1, ,2000,3, ,7,8,8,6,10,10,8, , , , , , , 
98,1,45,8,2,4,8,7,1,2023,1, ,2000,3, ,7,7,2,7,7,7,7, , , , , , , 
5,1,68,2,2,7,4,3,1,2023,1, ,2000,3, ,8,8,8,7,9,9,9, , , , , , , 
98,1,48,2,2,3,6,3,1,2024,1, ,2000,3, ,10,10,4,1,10,10,10, , , , , , , 
98,1,40,1,2,4,10,6,1,2023,4,2,2500,1, ,6,10,98,98,9,9,9, , , , , , , 
2,2,43,8,2,5,9,5,1,2023,4,2,3000,3, ,8, ,10,98,6,8,7, , , , , , , 
98,1,49,12, , , , ,1,2024,3, ,2200,3, ,7,5, , , , ,4, , , , , , , 
98,2,33,4,1,6,10,6,1,2023,3, ,2000,1, ,10,7,11,7,8,8,9, , , , , , , 
4,1,52,16,1,1,5,5,1,2023,1, ,2000,3, ,7, ,11,98,8,8,7,1,2,1,1,1,2,1
98,1,48,4,2,5,10,5,1,2024,1, ,2000,1, ,10,10,3,3,10,10,10, , , , , , , 
98,1,33,2,2,4,9,6,1,2023,1, ,2000,1, ,4,8,10,98,5,6,1, , , , , , , 
98,1,51,8,2,5,11,11,1,2023,1, ,3000,3, ,7,7,6,1,8,8,7, , , , , , , 
4,2,46,1,2,5,12,2,1,2023,3, ,2000,3, ,7,7,4,6,8,8,5, , , , , , , 
3,1,52,8, , , , ,1,2024,5, , , , ,9,7,3,4,9,9,9, , , , , , , 
98,1,67,11,2,7,11,10,1,2024,1, ,2000,3, ,7,7,2,6,8,8,7, , , , , , , 
5,2,28,8,1,1,13,13,1,2024,5, , , , ,6,8,4,97,8,5,5,1,1,1,1,2,1,1
98,2,38,8,1,1,5,5,1,2024,1, ,2000,3, ,8,8,10,6,10,9,7, , , , , , , 
98,1,34,4,1,1,8,8,1,2024,1, ,2000,3, ,10,10, , , ,10,10, , , , , , , 
4,1,39,8,2,4,10,6,1,2024,1, ,2000,1, ,9, ,98,1,9,9,9,1,2,1,1,1,1,1
98,2,53,1,1,1,99,99,1,2023,1, ,2400,3, ,8,10,4,7,9,10,8, , , , , , , 
1,1,43,4,2,5,10,5,1,2023,5, , , , ,8, , , , , ,6,1,2,1,1,1,1,1
5,2,44,5,2,5,10,4,1,2023,1, ,2000,3, ,5,7,9,98,4,5,1, , , , , , , 
98,1,49,1,1,1,11,11,1,2024,1, ,2400,3, ,9,10,10,98,10,10,10, , , , , , , 
3,1,53,4,2,6,11,8,1,2023,1, ,2000,3, ,7,10, , , ,10,10, , , , , , , 
98,1,34,8,2,2,10,6,1,2023,5, , , , ,5,8,12,98,8,7,5,1,1,1,2,2,1,1
98,2,48,10,2,6,5,2,1,2024,1, ,2000,3, ,10,10,4,6,10,10,10, , , , , , , 
4,1,58,17,2,6,8,5,1,2024,1, ,2000,1, ,9,9,4,4,9,9,9, , , , , , , 
98,2,42,1,2,5,4,98,1,2024,5, , , , ,10,10,8,1,10,9,7, , , , , , , 
5,1,30,1,1,1,11,11,1,2024,1, ,2000,1, ,9,9,2,4,10,10,9, , , , , , , 
1,1,42,8,2,5,11,11,1,2024,1, ,2000,3, ,6,5,8,5,1,1,1, , , , , , , 
98,1,35,8,2,2,11,6,1,2024,1, ,2000,3, ,6, ,4,98,5,7,6, , , , , , , 
98,1,46,8,2,5,8,8,1,2024,3, ,2000,3, ,10,10,4,4,10,10,10, , , , , , , 
5,1,62,8,2,6,5,4,1,2023,1, ,2000,3, ,8,9,4,7,9,9,9, , , , , , , 
98,1,33,11,1,1,9,9,1,2023,1, ,2000,1, ,6,8,4,3,8,8,8, , , , , , , 
3,1,55,2,2,5,12,11,1,2023,5, , , , ,8,9, , , ,9,6,1,1,1,1,1,1,1
98,1,50,1,2,6,6,6,1,2023,5, , , , ,9,9,98,97,9,9,9, , , , , , , 
98,1,51,8,97,1,5,5,1,2023,5, , , , ,9,9,2,4,9,9,5, , , , , , , 
98,2,37,4,2,3,5,98,1,2023,1, ,2000,3, ,8,9,4,98,8,8,7, , , , , , , 
98,2,53,8,1,7,2,2,1,2023,1, ,2000,3, ,6, ,11,1,6,7,5, , , , , , , 
98,1,56,11,2,5,11,8,1,2023,5, , , , ,6, , , , ,8,7,1,1,1,1,1,1,1
5,1,43,8,2,5,8,4,1,2023,1, ,2000,1, ,9,9,4,4,9,9,8, , , , , , , 
2,1,44,8,97,5,13,13,1,2024,1, ,2900,3, ,6,7,3,6,7,8,7, , , , , , , 
98,1,48,8,2,5,11,11,1,2024,5, , , , ,6,6, , , , ,8,1,1,2,1,2,2,1
4,1,43,14,1,5,4,4,1,2024,5, , , , ,6,9,4,6,10,9,5,1,1,2,2,1,1,2
98,2,51,8,2,6,10,5,1,2024,5, , , , ,9,8,8,4,10,9,10, , , , , , , 
2,1,44,8,2,5,12,8,1,2024,5, , , , ,8,8,3,1,10,10,8, , , , , , , 
98,2,34,1,1,1,6,6,1,2023,1, ,2000,1, ,8,8,3,98,8,8,7, , , , , , , 
98,2,57,1,97,6,11,7,1,2024,1, ,2000,3, ,7,8,4,6,8,8,8, , , , , , , 
98,1,42,8,2,4,9,4,1,2023,5, , , , ,6,8,12,98,9, ,6,1,1,1,1,2,2,1
98,2,30,8,1,1,10,10,1,2024,1, ,2000,1, ,10,10,4,2,10,10,10, , , , , , , 
98,1,58,1,2,6,7,4,1,2024,1, ,2000,1, ,9,9,9,7,9,10,9, , , , , , , 
5,2,45,4,2,5,99,99,1,2024,5, , , , ,8,8,9,6,7, ,5,1,1,2,2,2,1,2
1,1,44,8,2,5,10,8,1,2023,1, ,3000,3, ,8,9,4,6,8,10,8, , , , , , , 
98,1,31,9,2,2,7,4,1,2024,1, ,2000,3, ,8,8,6,97,8,8,8, , , , , , , 
98,1,37,4,2,2,10,4,1,2024,5, , , , ,6, , , , ,5,6,2,1,1,2,1,2,2
98,1,42,4,2,4,4,4,1,2024,1, ,2000,1, ,10,10,8,98,9,10,10, , , , , , , 
98,2,34,8,1,1,99,99,1,2024,4,1,3000,1, ,9,9,4,4,10,9,10, , , , , , , 
3,1,47,8,2,5,10,10,1,2023,3, ,3000,3, ,2,8,10,97,6,4,2, , , , , , , 
1,1,38,8,2,4,8,6,1,2024,3, ,2200,1,7,8,8,4,2,7,7,7, , , , , , , 
98,1,51,17,2,6,11,11,1,2024,1, ,2000,1, ,8,8,4,98,8,8,8, , , , , , , 
5,2,51,6,97,6,12,11,1,2024,1, ,2000,3, ,7,3,3,98,10,10,9, , , , , , , 
3,1,59,14,2,6,8,8,1,2024,4,2,2500,3, ,10, ,11,6,10,10,10, , , , , , , 
5,1,55,3,2,6,8,6,1,2023,3, ,2000,1, ,10,10,4,2,9,10,10, , , , , , , 
