SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q480101,Q480102,Q480103,Q480104,Q480105,Q480106,Q480107,Q480108,Q490101,Q490102,Q490103,Q490104,Q490105,Q490106,Q490107,Q490108
2,1,41,4,97,1,99,99,2,2024,3, ,2000,1, ,3,5, , , , , , ,1,1,1,2,2,2,2,1
5,1,66,15,2,6,4,3,2,2022,3, ,2000,1,7,5,7,2, , , , , ,2,2,2,2,2,2,2,1
98,2,42,2,2,3,1,1,1,2020,3, ,1700,1, ,2, , , , , , , ,2,2,2,2,1,2,2,2
1,1,45,11,2,5,6,4,2,2013,2, ,2700,1, ,2,5,4,7, , , , ,1,1,1,2,2,2,2,1
1,1,47,2,1,4,10,5,1,2017,1, ,2000,3, ,1, , , , , , , ,1,2,1,2,1,1,1,2
5,1,62,8,97,6,6,3,1,2013,1, ,1600, , ,2,3,5, , , , , ,1,2,2,2,2,1,2,1
5,1,56,4,2,6,8,7,1,2013,1, ,2000, , ,4,3,5, , , , , ,1,1,1,2,2,1,2,1
2,1,33,14,1,6,2,1, , , , , , , ,5, , , , , , , ,1,2,2,1,1,2,1,1
98,1,45,1,2,5,6,5,1,2020,3, ,2200,1,9,2, , , , , , , ,1,2,1,1,2,1,2,1
5,1,56,10,2,6,7,5,1,2019,4,1,1600,1, ,5,3,4, , , , , ,1,2,1,1,2,2,2,1
3,1,42,4,2,4,5,4,2,2021,3, ,2200,1,11,3,2,5, , , , , ,2,2,2,2,2,1,2,1
3,1,57,13,2,6,4,4,1,2019,1, ,1600, , ,4,7,8,5, , , , ,1,1,2,2,2,2,2,1
98,1,42,3,2,5,6,6,1,2023,4,1,1600,1, ,3,2, , , , , , ,2,2,1,1,2,2,2,1
2,2,54,8,2,5,4,1,2,2018,2, ,2200,1, ,3,5,2, , , , , ,1,2,2,2,2,2,2,1
98,2,45,3,2,3,6,3,1,2024,1, ,2000,1, ,4,5, , , , , , ,1,1,1,2,2,1,2,1
2,1,45,8,2,3,6,6,2,2023,3, ,2200,3, ,5,3,4, , , , , ,1,2,1,2,2,2,1,1
3,1,64,15,2,6,4,3,1,2020,1, ,2000,1, ,7,4, , , , , , ,2,2,1,2,2,1,2,1
1,1,62,1,2,6,10,5,2,2016,3, ,2500,1,7,5,2,3, , , , , ,2,1,1,2,2,2,2,1
4,1,45,12,2,5,7,4,2,2023,2, ,2000, , ,7, , , , , , , ,2,2,1,1,1,1,2,1
98,2,37,5,2,4,6,3,2,2024,3, ,2200,3,7,2,5,3, , , , , ,1,2,1,2,2,2,2,2
98,2,50,2,2,3,5,1,1,2013,2, ,1000, ,5,5,3,2, , , , , ,1,1,2,2,2,2,2,1
4,2,36,8,1,1,2,2,1,2024,1, ,1600, , ,3, , , , , , , ,2,2,2,2,1,1,2,1
5,1,51,1,2,5,4,4,2,2013,1, ,1600, , ,2,5, , , , , , ,1,1,2,2,2,2,2,1
1,1,68,8,2,6,3,3,1,2013,1, ,2200,1, ,5,2,3, , , , , ,2,1,2,2,2,2,2,1
5,1,46,4,2,5,10,8,1,2023,1, ,3000,3, ,3,5,7, , , , , ,1,2,1,2,1,1,2,2
5,2,63,1,2,6,5,5,1,2014,1, ,1600, , ,2,3,7,5, , , , ,1,2,1,2,2,2,2,1
5,2,63,1,97,1,5,5,1,2017,1, ,3000,1, ,4,7,2, , , , , ,2,2,2,2,2,2,2,1
2,1,56,15,2,6,7,6,1,2023,1, ,3800,3,7,5,4, , , , , , ,1,2,1,1,2,1,2,1
98,1,40,1,1,1,6,6,2,2017,3, ,2000,1, ,3,5,2,6,7, , , ,2,2,1,2,2,1,2,2
4,1,62,8,2,6,5,3,2,2017,3, ,3000,1,7,7, , , , , , , ,1,2,1,2,2,2,1,2
4,1,40,4,2,2,8,6,2,2021,3, ,2200,2, ,4,5,3, , , , , ,1,2,1,2,2,2,2,1
2,1,42,4,2,4,4,4,1,2019,1, ,1300, , ,6,7,5,3, , , , ,1,2,1,2,2,1,2,1
3,1,51,5,2,5,7,5,1,2017,2, ,3000,1, ,5,3,2,8,7, , , ,1,2,2,2,2,2,2,1
98,2,45,6,2,5,5,2,2,2013,1, ,1000, ,5,2, , , , , , , ,1,1,1,2,2,2,2,1
5,2,24,11,1,6,6,4,1,2016,1, ,2000, , ,3, , , , , , , ,1,2,1,2,2,1,2,1
5,1,59,2,2,6,9,3,1,2018,4,1,2400,1, ,3,4,5,2, , , , ,1,2,1,2,2,2,2,1
98,1,53,4,2,5,11,6,1,2023,3, ,2200,1,7,2,3, , , , , , ,1,2,1,2,2,2,1,1
4,1,59,6,2,7,11,11,1,2021,2, ,2000, , ,2,3,5, , , , , ,1,2,2,2,2,1,2,2
2,1,47,1,2,5,9,4,1,2013,1, ,1600, , ,5,6, , , , , , ,1,1,2,2,2,2,2,1
2,2,49,7,2,6,7,3,1,2021,1, ,3000,1, ,2, , , , , , , ,1,2,1,2,2,2,2,1
5,1,52,1,97,1,11,11,1,2022,1, ,3600,2, ,2,5,7, , , , , ,1,2,2,2,1,1,1,1
4,1,47,14,2,5,6,5,2,2024,3, ,2200,1,7,2, , , , , , , ,1,2,1,1,2,1,2,1
4,1,60,8,2,7,5,3,1,2013,1, ,2000, , ,6,2,3,5, , , , ,1,1,1,2,2,1,1,1
98,1,50,1,2,5,6,6,1,2017,3, ,1600,1, ,2,3,7,5, , , , ,2,1,1,2,1,2,2,1
2,1,40,14,2,4,3,3,2,2013,1, ,1600,1, ,3, , , , , , , ,1,2,1,2,2,2,2,2
5,1,51,8,1,7,4,3,1,2016,1, ,1000, ,5,5,3,2, , , , , ,1,1,2,2,2,2,2,1
98,2,57,1,2,6,10,1,1,2018,1, ,1600, , ,5,2,7,3, , , , ,2,2,2,2,2,1,2,1
98,1,57,12,2,6,5,5,2,2023,3, ,2200,1,11,5,2, , , , , , ,1,2,2,2,2,1,2,1
4,2,39,2,2,4,6,3,1,2014,1, ,1400, , ,4,3, , , , , , ,2,2,1,1,2,1,1,1
1,2,66,1,1,1,4,4, , , , , , , ,3, , , , , , , ,1,1,1,1,2,1,2,1
5,2,43,15,2,5,11,7,2,2018,1, ,2000, , ,5,2, , , , , , ,1,1,2,2,2,2,2,1
4,1,47,8,2,5,7,7,1,2023,1, ,2000, , ,3,6,5,2, , , , ,2,2,1,1,2,2,2,1
98,1,41,1,2,4,7,7,1,2024,1, ,3000,3, ,5,2,6, , , , , ,1,2,2,2,2,2,2,2
2,1,47,1,2,5,8,7, , , , , , , ,5, , , , , , , ,1,1,2,2,2,1,2,1
4,1,56,1,2,6,10,4,1,2018,1, ,1000, ,5,8,4,7,1,6, , , ,2,2,1,1,1,1,2,2
2,1,53,1,2,5,7,4,2,2017,3, ,2200,1,9,2, , , , , , , ,1,2,1,2,2,1,2,1
2,2,39,8,2,4,4,98,1,2022,3, ,3500,1,9,3,7,5, , , , , ,2,1,2,2,2,2,2,1
5,2,65,6,2,7,99,98,1,2020,1, ,2000, , ,2, , , , , , , ,1,1,2,1,2,2,2,1
98,2,58,4,2,6,5,1,2,2016,5, , , , ,2,5, , , , , , ,1,2,2,2,2,2,2,2
98,1,49,8,97,1,3,3,1,2024,1, ,1600,1, ,2,3,5, , , , , ,1,2,1,2,2,2,2,2
5,1,58,3,1,1,3,3,2,2021,1, ,1600, , ,2, , , , , , , ,1,2,1,2,2,2,2,1
3,1,55,3,2,6,6,5,2,2021,2, ,3000,1, ,3, , , , , , , ,2,2,2,2,2,2,2,1
2,1,47,8,2,5,7,7,1,2021,1, ,3300,1, ,2,6,5,7,4,1,3, ,1,2,1,1,2,1,2,1
3,1,62,8,2,6,11,6,1,2013,3, ,2200,1,7,3,2, , , , , , ,1,1,2,2,2,2,1,1
1,1,49,8,97,6,1,1,1,2013,3, ,3000,3, ,3,5,7,6,2,4, , ,2,2,1,2,2,1,1,1
4,1,47,3,2,5,6,4,1,2016,1, ,3000,1, ,3,4, , , , , , ,2,1,1,1,2,1,2,1
2,1,60,8,2,6,7,5,1,2019,3, ,2000,1,5,5, , , , , , , ,1,2,1,2,2,2,2,1
5,1,27,14,1,6,2,2,1,2013,1, ,1600, , ,7,2,3,5, , , , ,2,1,1,2,2,1,2,1
1,1,48,7,2,5,8,7,1,2017,1, ,2000, , ,4,3,5, , , , , ,1,2,1,2,2,2,2,1
98,1,55,14,2,6,99,99,1,2013,1, ,2500,1, ,3,8,2, , , , , ,1,1,2,2,2,1,2,1
3,1,51,1,97,1,3,3, , , , , , , ,7, , , , , , , ,1,2,1,2,1,2,2,1
3,1,60,8,2,6,8,8,1,2014,3, ,2000,1, ,3, , , , , , , ,1,2,1,2,2,1,2,1
98,2,36,10,2,4,8,3,2,2014,1, ,1400, , ,7,5,2,3, , , , ,1,2,2,2,2,2,2,1
98,2,66,9,97,7,5,5,1,2013,1, ,2400,1, ,5,7,3, , , , , ,2,2,1,2,2,1,2,1
2,1,52,4,2,5,6,5,1,2015,3, ,2000,1, ,3,8, , , , , , ,2,2,1,1,1,1,1,2
3,1,43,1,2,5,7,5,1,2014,3, ,2000,1, ,3,2, , , , , , ,1,2,2,2,2,2,2,1
5,1,40,8,2,2,6,4,1,2017,3, ,2000,1, ,5,3,4, , , , , ,1,2,1,1,2,2,2,1
98,1,64,8,2,6,10,3,2,2023,1, ,2000, , ,2,5,3,7, , , , ,1,2,1,2,2,1,2,1
1,1,63,4,97,1,4,4,1,2013,5, , , , ,7,4,3,1,5, , , ,2,2,1,1,1,1,2,1
5,1,44,10,2,4,5,5,1,2018,3, ,1500,1, ,3,4,2, , , , , ,2,1,2,2,2,1,2,2
98,1,50,11,2,5,6,6,1,2013,3, ,2000,1,7,5, , , , , , , ,1,2,2,2,2,2,2,1
2,1,52,8,2,6,11,8,2,2013,1, ,3500,3, ,3, , , , , , , ,1,2,2,2,2,2,2,2
3,1,52,1,2,6,9,6,1,2021,1, ,2000,1, ,3,5,2, , , , , ,1,2,1,2,2,1,2,1
2,1,68,8,2,6,5,5,1,2014,3, ,2000,2, ,3, , , , , , , ,1,1,2,1,2,2,2,1
98,1,42,14,1,1,2,2,1,2014,3, ,1600, , ,2,4, , , , , , ,1,2,1,2,2,2,2,2
4,1,43,8,2,5,8,4,1,2019,3, ,2200,1,7,2,5,3, , , , , ,1,2,1,2,2,2,2,2
1,2,54,1,2,5,7,3,1,2017,3, ,2000,2,5,1,3,5, , , , , ,1,2,1,2,2,1,2,1
2,1,42,8,2,5,4,4,1,2021,1, ,2200,1, ,5,8,3, , , , , ,1,2,1,1,2,1,1,2
98,1,59,7,2,6,8,7,2,2022,1, ,3300,3, ,2,5, , , , , , ,1,2,1,2,2,1,2,1
98,1,63,15,2,3,99,3,2,2013,2, ,2200,1,9,2, , , , , , , ,1,1,2,2,2,1,2,1
4,1,52,1,2,6,3,3,1,2022,3, ,1600,1, ,3,2, , , , , , ,1,2,2,2,1,2,2,1
98,1,45,8,1,1,3,3,1,2023,1, ,1500,1, ,2, , , , , , , ,1,2,2,2,2,2,2,1
98,1,49,16,1,1,6,6,1,2013,1, ,2000, , ,3,2, , , , , , ,1,2,2,2,2,1,1,2
2,1,28,2,97,1,6,6,2,2021,1, ,1600, , ,3, , , , , , , ,1,2,1,2,1,2,2,1
5,1,67,3,2,7,5,3,1,2022,2, ,2000, , ,2,5, , , , , , ,1,2,2,2,2,2,2,1
2,1,64,8,2,6,12,5,1,2019,3, ,2000,1,5,3, , , , , , , ,1,2,1,2,2,1,2,1
3,2,54,3,2,6,5,3,1,2015,1, ,2000, , ,7,3,5,4, , , , ,1,2,2,2,2,2,1,1
3,1,66,5,97,1,2,2,1,2013,1, ,1000, ,5,5,3, , , , , , ,1,2,1,2,2,1,2,2
5,1,52,14,97,6,4,2,1,2023,4,1,1600,1, ,3, , , , , , , ,1,2,1,2,2,1,2,1
2,1,46,3,2,5,8,5,1,2013,2, ,2000, , ,2,6,5,3, , , , ,1,1,1,2,2,2,2,1
1,1,51,3,2,5,4,3,2,2016,1, ,1600, , ,3, , , , , , , ,1,2,1,2,2,2,2,1
98,1,57,9,2,6,4,2,2,2018,3, ,1500,1, ,8,4,1, , , , , ,1,2,1,1,1,2,2,2
4,1,50,8,2,5,7,5,1,2016,1, ,2500,1, ,3,2,6,4,5,7, , ,1,1,1,2,2,2,2,1
3,1,51,5,97,6,8,6,1,2016,1, ,2300,3, ,4,1,8,7, , , , ,2,2,1,1,1,1,2,2
1,1,59,3,1,1,5,5,2,2022,2, ,2000, , ,2,5,3, , , , , ,2,1,2,2,2,1,2,1
3,2,39,1,2,5,10,4,1,2021,3, ,2500,1,5,5,1, , , , , , ,1,2,1,2,2,1,2,1
1,1,56,1,2,6,7,7,1,2013,1, ,2000, , ,5,2,7, , , , , ,1,2,1,1,1,2,2,1
2,1,48,3,2,4,7,4,1,2018,5, , , , ,5,3,7,2, , , , ,1,2,1,2,2,2,2,1
3,1,44,4,2,5,5,5,1,2017,1, ,1000, ,5,2,5, , , , , , ,2,1,2,2,2,2,2,1
3,1,53,14,97,1,4,4, , , , , , , ,4,3,7, , , , , ,1,2,1,2,1,1,1,1
4,2,37,1,2,4,8,4,2,2022,1, ,3800,3, ,4,7,5,2,3, , , ,1,2,1,2,2,1,2,1
2,1,61,12,2,6,5,5,1,2014,1, ,2000, , ,3,5,7,1,6,8,4, ,2,1,1,2,2,2,2,1
3,2,62,8,97,6,7,4,1,2013,3, ,2000,1,7,7,3,2, , , , , ,1,1,2,2,2,2,2,2
2,1,67,1,2,6,10,8,1,2019,1, ,3000,1, ,3,4, , , , , , ,1,2,1,2,2,2,2,1
98,1,50,14,2,5,4,4,2,2022,2, ,1000, ,5,3, , , , , , , ,1,2,2,2,2,1,2,1
2,2,40,1,1,6,2,2, , , , , , , ,3,2,5, , , , , ,1,1,1,2,1,2,2,1
4,1,54,1,1,1,3,3, , , , , , , ,7,3,2,5, , , , ,1,2,1,2,2,2,2,2
98,2,36,13,2,4,5,2,2,2024,1, ,3300,3, ,5,3,7, , , , , ,1,2,1,2,2,2,2,1
2,1,26,1,1,1,7,7,1,2023,5, , , , ,6,8, , , , , , ,1,2,2,1,1,2,2,2
4,1,42,1,1,5,7,99,1,2016,3, ,1600,1, ,98, , , , , , , ,1,1,1,1,2,1,2,1
98,2,31,8,1,6,9,3,1,2017,1, ,1000, , ,5,2, , , , , , ,2,2,2,2,2,2,2,1
98,2,49,16,2,6,11,10,1,2018,3, ,3000,3, ,98, , , , , , , ,1,2,1,2,2,1,2,2
1,1,44,1,2,4,4,3,1,2024,1, ,1000, ,5,4, , , , , , , ,1,2,2,2,1,2,1,2
2,1,47,13,2,5,6,5,1,2017,2, ,2000, , ,3, , , , , , , ,1,2,1,2,2,1,2,2
2,1,20,8,1,7,4,3,1,2022,1, ,2000, , ,6,4, , , , , , ,2,2,1,1,1,1,1,1
98,1,39,1,1,1,4,4,1,2022,3, ,4300,2, ,98, , , , , , , ,1,2,1,2,2,1,2,1
5,1,27,6,1,1,2,2,2,2019,1, ,1600, , ,98, , , , , , , ,1,2,2,1,2,1,2,2
5,1,38,8,2,4,3,3,1,2021,3, ,3500,1,9,4, , , , , , , ,2,2,1,1,2,2,2,1
3,1,56,1,2,6,4,4,1,2021,1, ,1600, , ,98, , , , , , , ,1,1,2,2,2,2,2,1
3,2,32,4,1,6,7,3,2,2017,2, ,1000, ,2,3,7, , , , , , ,1,1,1,2,1,2,2,1
98,2,22,3,1,1,99,99,2,2021,1, ,1000, ,2,3, , , , , , , ,1,2,1,2,2,1,2,1
2,1,29,6,1,6,3,3,1,2021,1, ,3300,1, ,8, , , , , , , ,2,2,1,2,2,1,2,1
2,1,54,1,97,1,3,3,1,2015,3, ,2000,1,7,8,2,4, , , , , ,2,2,1,2,2,2,2,1
4,1,65,1,97,6,10,6,1,2020,3, ,3300,1,9,2, , , , , , , ,1,2,2,1,2,1,2,1
1,1,45,1,2,2,11,6,1,2021,1, ,1600, , ,3,8,4,2, , , , ,1,2,2,2,2,1,1,1
3,1,55,1,2,6,9,4,1,2013,1, ,1000, ,5,3, , , , , , , ,1,2,1,1,2,2,2,1
1,1,49,8,2,5,3,3,1,2020,1, ,1500,1, ,2,5, , , , , , ,1,2,2,2,2,2,2,1
98,1,67,1,2,7,4,2,1,2013,1, ,1600, , ,6, , , , , , , ,1,1,2,2,2,2,2,1
4,1,43,14,2,4,5,5,1,2020,1, ,1600,1, ,2,3,4,5, , , , ,1,2,1,2,2,2,2,1
2,2,36,8,2,4,7,1,2,2023,3, ,3000,3, ,5,8,7, , , , , ,1,2,1,2,1,1,2,1
3,1,42,1,2,4,10,5,1,2019,4,2,2000,1, ,6,2,3,7, , , , ,2,2,2,1,1,2,2,1
3,1,59,8,2,5,10,6,1,2013,1, ,3800,1, ,98, , , , , , , ,1,2,1,2,2,1,2,2
5,1,55,5,2,6,5,5,1,2019,3, ,2200,2, ,5,7,4, , , , , ,1,2,1,1,2,2,2,1
98,1,54,11,2,4,99,99,2,2013,3, ,2000,1,7,2,7, , , , , , ,1,2,2,2,2,1,1,1
5,1,68,8,2,7,5,2,1,2013,1, ,3300,1, ,5,2,3,7,6, , , ,1,2,2,1,2,1,2,1
2,1,55,1,1,1,8,8,1,2014,3, ,2200,1,9,5,2,3,7, , , , ,1,2,2,2,2,2,2,2
5,1,68,5,2,6,4,98,2,2018,3, ,2000,1, ,2,4, , , , , , ,1,1,2,2,2,2,2,1
3,1,55,15,2,6,8,7,1,2013,3, ,2400,2,7,3, , , , , , , ,1,1,2,2,2,1,2,1
98,1,56,4, , , , ,2,2023,2, ,2000,1, ,3,8,1, , , , , ,1,2,2,2,2,2,2,1
3,2,36,10,2,4,7,3,1,2018,1, ,1000, ,2,1,6,8,5, , , , ,1,2,2,1,2,1,2,1
2,1,41,8,2,5,4,4,2,2017,3, ,1600,1, ,3,5, , , , , , ,1,2,1,2,2,1,2,1
98,1,74,12,2,7,4,1,2,2024,1, ,1600,1, ,6,7,2,5, , , , ,1,2,2,2,2,2,2,1
98,1,59,6,1,1,2,2,2,2022,1, ,1000, ,5,5,8,2,7, , , , ,1,2,2,1,2,2,2,1
3,2,42,1,2,5,10,3,1,2014,3, ,1600,1, ,3, , , , , , , ,1,2,2,2,1,2,2,2
4,2,47,1,2,5,10,5,1,2013,3, ,2200,1,11,3,2,5,6, , , , ,1,1,1,2,2,2,2,1
98,1,47,8,2,5,3,3,2,2023,3, ,2000,1,7,3,7, , , , , , ,1,2,1,2,1,2,2,1
3,1,54,12,2,6,10,7,1,2020,1, ,1600,1, ,3,5, , , , , , ,1,2,1,1,2,2,2,1
5,2,51,12,2,5,3,98,1,2013,1, ,1000, ,5,2, , , , , , , ,1,2,2,2,2,2,2,1
2,1,56,12,2,6,5,5,1,2015,1, ,1000, ,5,5, , , , , , , ,2,2,1,2,2,1,1,1
3,2,49,4,2,6,9,2,2,2023,3, ,2200,2,5,5,3,7,1, , , , ,1,1,1,2,2,2,2,2
98,1,53,8,2,6,4,4,1,2013,3, ,2000,1, ,2, , , , , , , ,1,1,2,2,2,2,2,1
98,1,55,8,2,5,5,3,2,2023,3, ,2000,1, ,5,3,2, , , , , ,1,2,1,2,1,1,2,2
4,1,56,11,2,6,10,8,2,2022,1, ,2000, , ,3, , , , , , , ,2,1,1,2,2,2,2,1
5,1,45,1,2,5,4,99,2,2018,1, ,1000, ,5,3,2, , , , , , ,1,2,2,2,2,2,2,2
5,2,54,8,2,5,8,4,2,2022,1, ,2400,1, ,6,5, , , , , , ,2,1,2,2,2,2,2,1
5,1,59,3,2,6,11,4,1,2018,2, ,2000,1,7,2, , , , , , , ,1,2,2,2,2,1,2,1
5,1,52,15,2,6,8,6,1,2021,3, ,2200,3, ,3,4,2,5,7,6, , ,1,2,1,1,2,1,1,2
2,1,42,12,2,3,3,99,1,2019,3, ,1500,1, ,3,5,2, , , , , ,1,2,1,2,2,2,2,1
2,1,40,4,2,4,4,4,1,2023,5, , , , ,3,2, , , , , , ,1,2,1,2,2,2,2,1
98,1,55,14,2,6,3,2,1,2020,1, ,1600, , ,2, , , , , , , ,1,2,2,2,2,1,2,2
5,1,70,1,2,6,5,5,1,2020,4,1,2400,1, ,98, , , , , , , ,2,2,1,2,2,1,2,1
5,1,69,8,2,7,5,5,1,2023,1, ,1600, , ,4,5,3,2, , , , ,2,2,1,1,2,1,2,1
5,2,55,3,97,1,3,3,1,2023,1, ,1600,1, ,7,5,2, , , , , ,1,2,1,2,2,2,2,1
98,1,34,8,2,4,5,3,1,2022,3, ,2200,2, ,2,3, , , , , , ,1,2,1,1,2,2,2,1
4,2,28,4,1,6,6,3,1,2023,1, ,1000,1, ,3,5, , , , , , ,1,2,1,2,1,2,2,1
4,1,63,6,2,6,11,4,1,2017,4,1,2000, , ,5, , , , , , , ,1,1,2,2,1,2,2,1
98,1,55,8,2,5,5,4,2,2024,3, ,3800,1,7,5,3, , , , , , ,1,2,1,2,2,1,2,1
98,1,55,4,2,6,11,7,1,2022,1, ,2500,3, ,1, , , , , , , ,1,1,1,2,2,1,2,1
98,1,45,1,2,5,5,4,1,2021,4,1,2400,1, ,3, , , , , , , ,1,1,1,2,2,2,2,1
1,1,40,1,1,1,7,7,1,2023,1, ,2500,1,6,4,7,5,8, , , , ,1,2,1,1,1,1,1,1
98,2,39,4,1,1,5,5,1,2018,1, ,1600, , ,4,2,3,5, , , , ,1,1,1,2,2,1,2,1
3,1,46,3,2,5,6,4,2,2017,1, ,2000, , ,3,2,5, , , , , ,1,2,1,2,2,2,2,1
98,2,45,5,97,6,5,3,1,2023,4,1,1600,1,5,98, , , , , , , ,2,2,1,2,2,2,2,1
4,1,44,8,2,5,4,3,2,2014,1, ,1600, , ,2,3, , , , , , ,1,1,2,2,2,2,2,1
4,1,55,14,2,6,7,7,1,2022,1, ,2000,1,5,8, , , , , , , ,1,2,1,1,2,1,2,1
3,1,34,4,2,2,7,5,1,2024,4,1,1600,1,6,3,2, , , , , , ,1,2,1,1,2,2,2,1
5,1,53,15,2,5,6,6,1,2014,3, ,2000,1,7,5,2,3, , , , , ,1,2,2,2,2,2,2,1
98,1,47,12,1,1,3,3,1,2019,1, ,3000,1, ,4,7,3, , , , , ,1,2,1,1,1,1,2,1
98,1,48,2,2,5,6,6,1,2015,3, ,2000,1, ,7,8,3,4,6,5, , ,1,2,1,1,1,2,2,1
4,1,34,3,1,6,99,98,1,2023,1, ,1000, ,5,3,7,5,2,6, , , ,1,1,1,2,2,1,2,1
2,1,50,8,2,5,3,3, , , , , , , ,3,2,5,7, , , , ,1,1,1,2,2,2,2,1
98,1,56,8,2,6,7,6,1,2019,3, ,2200,2,9,3,2,5, , , , , ,2,1,2,2,2,2,2,1
2,1,47,5,2,5,10,8,1,2013,3, ,2000,1,7,2,5, , , , , , ,1,2,2,2,2,1,2,1
2,1,45,15,2,5,11,8,1,2021,5, , , , ,2,3, , , , , , ,1,2,1,2,2,2,2,1
2,1,38,8,2,4,6,4,2,2020,1, ,1000, ,5,2,5,3, , , , , ,1,2,1,2,2,2,2,1
4,2,43,6,2,5,6,98,2,2018,3, ,2200,1,11,5,7,2,3, , , , ,1,2,2,2,2,2,2,1
3,2,44,1,2,5,6,1,1,2014,1, ,3000,1, ,3,2,5, , , , , ,1,2,1,2,2,2,2,1
98,2,32,8,1,6,99,3,1,2019,1, ,1600, , ,2,3, , , , , , ,2,1,2,1,1,1,2,1
4,1,54,1,2,6,11,11,1,2017,4,1,2500,1, ,3,5,2, , , , , ,1,2,1,2,2,2,2,1
4,1,58,8,2,6,11,10,1,2022,1, ,2500,3,5,5,2,3,7, , , , ,2,1,1,1,2,2,2,1
4,2,43,1,2,5,8,98,2,2019,1, ,3300,1, ,4,8,6,3,1,5, , ,1,2,1,2,2,1,2,1
98,1,52,1,2,5,8,5,2,2018,3, ,2000,1,5,3,2, , , , , , ,2,2,1,2,2,2,2,1
3,1,68,7,2,7,6,6,1,2023,1, ,3500,3,5,5,2, , , , , , ,1,2,1,1,2,1,2,2
4,1,46,8,2,5,8,6,1,2019,3, ,2200,1,9,4,7,3, , , , , ,1,2,1,2,2,1,2,1
4,2,31,12,2,3,9,4,1,2021,1, ,2000,1, ,7,6,1,4, , , , ,2,2,1,1,1,1,2,1
4,1,46,12,2,5,6,4,1,2019,3, ,2000,1,5,2, , , , , , , ,1,2,1,1,2,2,2,1
2,1,57,1,2,6,11,7, , , , , , , ,6,5,3, , , , , ,2,1,2,2,2,1,2,1
3,2,66,1,2,6,12,10,1,2023,5, , , , ,4,1, , , , , , ,1,1,2,1,2,2,2,1
2,1,52,15,2,6,7,5,1,2016,1, ,3800,3, ,5,7,4, , , , , ,1,2,1,1,2,1,2,1
2,1,52,8,97,6,5,4,2,2022,1, ,1600, , ,5, , , , , , , ,1,2,2,2,2,1,2,2
1,2,45,9,2,5,8,3,1,2020,1, ,1000, ,5,6,8, , , , , , ,1,2,1,2,2,1,2,1
1,2,49,8,2,5,12,11,1,2023,1, ,2500,1, ,4,1,7, , , , , ,2,2,1,1,1,1,2,1
98,1,58,8,2,6,8,4,1,2024,5, , , , ,3, , , , , , , ,1,2,1,2,2,2,2,1
4,1,41,1,1,1,5,5,2,2024,1, ,3000,1, ,5,3,2,7, , , , ,1,1,1,2,2,1,2,1
5,2,58,3,1,1,6,6,1,2021,4,1,2000, , ,3,4, , , , , , ,2,2,1,1,2,2,2,1
98,1,55,9,2,6,6,4,2,2019,2, ,2000, , ,2,4, , , , , , ,1,1,1,2,2,2,2,1
2,1,46,13,2,4,2,2,2,2019,3, ,2200,1,11,2, , , , , , , ,2,2,1,1,2,2,2,1
2,1,53,1,2,3,9,4, , , , , , , ,7,5,3,4,2, , , ,1,2,1,1,1,1,2,1
5,1,53,9,2,7,6,4,1,2019,1, ,1600,1, ,5, , , , , , , ,2,2,2,2,2,1,2,1
3,1,46,12,2,5,7,5,2,2019,2, ,2000, , ,5,7,1,3,4, , , ,1,2,1,2,2,2,2,1
2,1,54,9,2,6,13,5,1,2017,2, ,2000,1,7,6, , , , , , , ,2,2,2,2,2,1,2,2
3,2,39,4,2,5,7,3,1,2022,5, , , , ,5,2,6,4, , , , ,2,2,1,2,2,1,2,1
2,1,62,8,2,6,11,8,1,2013,1, ,2700,3, ,3,6,2,5, , , , ,2,1,2,2,2,2,2,1
5,1,45,8,2,4,4,3,1,2021,1, ,2300,3, ,5,3,2, , , , , ,2,2,1,1,2,2,2,1
98,2,53,14,2,6,4,4,1,2016,1, ,5000,3, ,2,3, , , , , , ,1,2,2,2,2,1,2,1
4,1,47,2,2,5,10,6,1,2023,4,1,1600,1, ,4,7,5,2,3, , , ,1,2,1,1,2,2,2,1
5,1,55,15,2,6,6,4,1,2016,3, ,2200,1, ,3, , , , , , , ,1,2,1,2,2,1,2,1
5,1,62,3,2,6,6,3,2,2013,3, ,2200,3, ,5, , , , , , , ,1,2,1,2,1,2,2,1
3,1,47,13,2,4,4,3,1,2013,1, ,1600, , ,3,2, , , , , , ,1,2,2,2,2,2,2,1
98,1,60,1,2,6,10,3,1,2023,1, ,2200,1, ,2,5, , , , , , ,1,2,2,2,2,1,2,1
4,1,62,4,2,6,3,2,1,2018,6, , ,1, ,7,3,2,4,5, , , ,1,2,1,1,2,2,2,1
5,1,36,8,2,4,3,3,1,2022,5, , , , ,3,5,4,6, , , , ,2,2,1,1,2,1,1,2
3,2,54,1,2,6,10,3,1,2014,1, ,1600, , ,4,5,7,3,8, , , ,1,2,1,2,1,2,2,1
5,1,50,5,2,5,5,5,2,2024,2, ,2000,1,7,3,5,2, , , , , ,1,2,1,1,2,2,2,1
4,1,32,11,1,1,3,3,1,2020,1, ,1600,1, ,3,7,5, , , , , ,1,2,1,1,2,2,1,1
