SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q1903,Q1907,Q190701,Q19070301,Q19070302,Q19070303
4,2,52,8,2,5,2,2,2,2022,1, ,1000, , ,7,1, , , , 
4,1,43,9,1,1,2,2,2,2021,1, ,1500,1, ,25,5, ,19,3,4
4,2,36,9,1,6,7,3,1,2018,1, ,1600, , ,17,1, , , , 
4,1,52,1,2,5,5,1, , , , , , , ,29,1, , , , 
4,1,51,8,1,1,6,6,2,2014,3, ,2000,1,7,20,4,1, , , 
2,1,44,8,2,4,8,6,1,2014,1, ,2400,1, ,9,4,1, , , 
3,2,35,14,2,5,5,2,1,2020,1, ,1000, , ,12,1, , , , 
2,1,50,5,2,5,5,5,1,2019,1, ,1600, , ,21,4,1, , , 
2,2,50,8,2,6,5,99,1,2013,3, ,2400,2,7,25,4,1, , , 
2,1,55,8,2,7,13,13,1,2022,3, ,2000,3, ,14,1, , , , 
4,1,53,1,2,5,8,4,1,2020,4,1,2400,1, ,21,5, ,18,11,3
1,1,53,4,2,6,11,7,2,2022,3, ,2000,3, ,30,4,2, , , 
2,2,65,15,2,6,5,2,1,2019,2, ,2000, , ,11,2, , , , 
4,2,59,5,97,1,5,5,1,2023,4,1,1600,1, ,30,4,2, , , 
2,1,48,1,2,5,5,5,1,2013,1, ,2700,1, ,9,4,1, , , 
2,1,66,2,2,6,6,6,1,2016,1, ,2400,3, ,22,4,2, , , 
3,1,57,8,2,5,7,6,1,2020,1, ,2000, , , ,1, , , , 
3,1,46,1,97,4,3,3, , , , , , , ,30,5, ,2,3,17
2,1,38,8,2,4,4,3,1,2018,3, ,1600,1, , ,4,2, , , 
2,1,61,1,2,6,11,11,1,2018,3, ,2000,3, ,2,4,1, , , 
2,1,56,1,2,6,5,5,2,2023,1, ,1000, ,5, ,1, , , , 
4,1,54,12,2,5,3,3,1,2017,3, ,2000,1,5,5,4,2, , , 
3,1,44,3,2,4,4,4,2,2020,1, ,3300,1, ,11,1, , , , 
4,2,46,12,2,5,6,2,2,2013,3, ,2000,2, ,1,4,1, , , 
4,1,44,3,2,5,2,2,1,2020,1, ,2000,1,5, ,1, , , , 
1,1,44,2,2,5,5,4,2,2018,3, ,2000,1,7,9,3, , , , 
4,1,63,8,2,7,7,5,1,2013,1, ,3300,1, ,13,1, , , , 
2,1,56,13,2,6,3,3,2,2013,3, ,2000,1, ,30,4,2, , , 
2,2,65,2,1,1,2,2,1,2014,2, ,2000, , ,2,2, , , , 
2,1,26,1,1,6,9,98, , , , , , , ,20,4,1, , , 
1,1,54,4,2,6,6,6,1,2021,6, , ,1, ,9,1, , , , 
3,1,51,1,2,6,8,5,1,2020,2, ,2000, , ,21,4,1, , , 
2,1,46,2,1,1,5,5,2,2016,3, ,2000,1, ,20,4,1, , , 
1,1,44,1,2,4,5,4,1,2016,1, ,2000, , ,26,1, , , , 
2,1,42,5,2,4,5,5,1,2017,3, ,2200,1,5,8,4,2, , , 
2,2,46,3,2,4,99,99,1,2013,1, ,2000, , , ,1, , , , 
1,1,68,8,2,7,5,3,1,2017,1, ,1000, ,5,20,4,1, , , 
3,1,51,1,2,3,8,4,2,2013,1, ,1500, , ,22,4,1, , , 
2,2,43,15,1,7,6,2,1,2014,1, ,3000,1, , ,1, , , , 
4,2,64,4,97,6,3,3, , , , , , , ,10,2, , , , 
3,1,30,1,1,1,11,11,2,2021,1, ,2700,1, ,23,1, , , , 
4,2,43,1,2,4,9,5,1,2020,1, ,1700,1,5, ,1, , , , 
3,1,47,1,1,7,99,4,1,2017,1, ,2500,1, ,22,1, , , , 
4,1,58,8,2,6,6,6,1,2017,3, ,2000,1,5, ,4,1, , , 
3,1,66,2,2,7,10,10,1,2013,1, ,3300,1, ,1,1, , , , 
1,1,47,7,2,5,9,7,1,2015,1, ,1400, , ,13,1, , , , 
4,1,54,1,2,6,7,2,1,2020,1, ,3500,3,5,6,4,1, , , 
3,1,67,5,97,1,4,4,1,2014,2, ,2000, , ,23,4,2, , , 
3,2,62,2,2,6,10,6,1,2013,1, ,2000,3, ,7,5, ,1,4,2
3,1,52,8,2,6,8,6,1,2022,4,1,2400,1, ,26,4,2, , , 
2,1,66,4,2,6,10,5,1,2021,1, ,1600, , ,25,1, , , , 
2,1,48,8,2,5,6,4,1,2015,3, ,2000,1,7,29,1, , , , 
4,1,43,1,2,4,10,8,1,2021,1, ,2500,3, ,7,4,1, , , 
2,1,51,1,2,5,7,4,1,2016,1, ,2300,3, ,6,1, , , , 
4,1,54,2,2,6,10,8,1,2013,3, ,2000,1,7,25,4,1, , , 
4,1,49,8,2,5,5,4,1,2014,3, ,2000,1,7,21,4,2, , , 
1,1,63,8,2,7,5,5,1,2014,2, ,2000, , ,23,1, , , , 
4,1,45,8,2,4,4,4,1,2019,1, ,3300,1, ,30,4,2, , , 
3,1,42,8,97,1,4,4, , , , , , , ,13,1, , , , 
3,1,43,1,2,4,7,4,1,2021,5, , , , ,13,5, ,2,10,17
1,1,50,3,2,5,10,10,1,2015,3, ,3000,2,7,26,1, , , , 
1,1,58,1,2,7,3,1,1,2013,1, ,3000,1, ,22,4,2, , , 
4,1,44,8,2,5,7,3,1,2019,3, ,2200,1,9,10,4,2, , , 
3,1,50,4,2,5,5,3,1,2013,1, ,1600,1, ,20,1, , , , 
2,2,48,1,2,6,11,9,1,2013,1, ,2000, , ,97,1, , , , 
2,1,45,8,2,5,10,10,1,2022,1, ,2500, , ,26,3, , , , 
4,2,58,14,2,6,7,3,2,2023,2, ,3000,1, ,13,2, , , , 
1,1,44,8,2,5,5,4,1,2020,1, ,2000,1, ,16,1, , , , 
1,1,49,13,2,5,8,8,1,2014,2, ,3300,1, ,7,1, , , , 
4,1,42,13,2,5,8,4,1,2017,3, ,2000,1,5,13,4,2, , , 
1,2,66,3,2,6,3,3,1,2013,2, ,2000, , ,17,2, , , , 
3,1,51,8,2,5,8,6,1,2013,3, ,2000,1,7,1,5, ,2,1,7
3,1,46,15,2,5,6,4,2,2021,3, ,1700,1, ,16,3, , , , 
4,1,45,8, , , , ,2,2022,3, ,2200,1,9,1,4,1, , , 
4,1,45,12,2,5,7,4,1,2023,1, ,2000,1, ,12,4,2, , , 
2,1,47,8,2,5,4,3,1,2021,2, ,2000,1,5,26,4,1, , , 
4,1,68,8,2,7,5,2,1,2016,2, ,2000, , ,10,2, , , , 
1,1,62,4,2,6,10,6,1,2019,1, ,2500,1, ,30,1, , , , 
1,1,55,8,2,6,6,1,1,2018,3, ,2200,1,7,7,4,2, , , 
2,1,48,17,2,4,6,4,1,2013,2, ,2000, , ,9,4,1, , , 
4,1,42,8,2,4,4,4,2,2023,3, ,2000,1,5,22,4,2, , , 
2,1,47,14,2,5,12,12,2,2024,1, ,1600, , ,25,1, , , , 
1,1,43,1,2,4,8,4,1,2019,1, ,1000, ,5,8,2, , , , 
2,1,59,8,2,5,5,5,1,2015,3, ,3000,1,7,13,1, , , , 
2,1,49,8,2,5,6,4,2,2018,1, ,2500,1, ,14,1, , , , 
4,1,55,4,2,6,6,4,1,2013,3, ,2200,1,11,29,4,1, , , 
4,2,35,1,1,5,4,2,1,2020,2, ,1000, ,1,17,3, , , , 
3,1,68,1,2,6,5,2,1,2019,1, ,3000,1, ,10,1, , , , 
3,1,52,8,2,3,10,10,1,2016,3, ,2200,1,5,26,4,2, , , 
2,1,59,8,2,6,11,4,1,2021,1, ,1300,1, ,7,2, , , , 
4,1,57,15,2,6,11,3,2,2019,1, ,1600, , ,97,6, , , , 
3,2,55,10,2,6,5,5,1,2017,3, ,2200,2,5,17,3, , , , 
4,2,29,4,1,6,6,2, , , , , , , , ,2, , , , 
2,1,63,7,2,6,7,4,1,2020,1, ,2200,3, ,7,1, , , , 
1,1,60,1,97,6,7,7,2,2013,3, ,1600, , ,26,1, , , , 
4,1,42,1,2,2,8,3,1,2019,2, ,1600, , ,26,2, , , , 
2,1,46,1,2,4,11,8,1,2019,1, ,3800,1,7,9,4,1, , , 
4,1,55,15,97,1,4,4,1,2017,2, ,2000, , ,21,2, , , , 
4,1,61,8,2,7,6,2,1,2021,6, , ,1, , ,6, , , , 
2,2,42,1,2,5,8,3,1,2021,5, , , , ,7,1, , , , 
4,2,44,5,1,1,4,4,1,2015,1, ,1000, , ,28,1, , , , 
2,1,69,9,2,6,5,5,1,2017,1, ,3000,1, ,1,1, , , , 
3,1,57,1,2,6,3,2,1,2013,3, ,2000,1,7,29,5, ,3,8,2
1,1,45,8,2,3,8,4,1,2017,3, ,2000,1, ,2,1, , , , 
3,1,40,8,2,4,12,11,1,2023,5, , , , ,97,4,2, , , 
3,2,49,8,2,5,10,4,1,2023,1, ,3000,3, ,22,1, , , , 
1,1,44,2,2,5,4,4,1,2013,1, ,2000, , ,16,4,1, , , 
2,1,55,8,1,1,4,4,1,2013,1, ,1000, ,5,18,1, , , , 
4,1,51,4,2,5,7,5,2,2021,3, ,2000,1,7, ,4,1, , , 
1,1,46,4,2,5,5,5,1,2023,4,1,1600,1,5,20,5, ,3,2,1
3,1,49,1,2,4,7,7,1,2013,3, ,2000,3, ,7,3, , , , 
4,1,42,3,2,4,11,11,2,2013,2, ,2700,1, ,9,1, , , , 
4,1,47,14,1,1,4,4,1,2021,1, ,1300,1, , ,4,1, , , 
3,1,63,1,2,6,11,8,1,2014,1, ,2000,3, ,2,1, , , , 
2,1,42,8,1,1,6,6,1,2017,2, ,2000, , ,16,4,2, , , 
1,1,60,8,2,7,10,10,1,2013,3, ,2000,2, ,7,1, , , , 
3,2,38,8,2,5,6,3,1,2020,3, ,2500,1,6,30,3, , , , 
4,1,54,1,2,6,8,4,1,2017,3, ,1600,1, ,7,1, , , , 
4,1,40,11,2,3,7,4,2,2021,3, ,2000,1, , ,3, , , , 
2,2,41,3,2,4,11,3,1,2019,3, ,2200,1, ,13,1, , , , 
3,1,59,3,2,2,13,9,1,2014,4,1,2400,1, , ,5, ,1,9,3
2,1,68,4,97,1,4,4,2,2023,1, ,1600, , ,24,1, , , , 
3,1,48,8,2,5,10,10,1,2020,1, ,3000,2, ,13,1, , , , 
4,1,69,1,2,7,10,7,2,2018,1, ,2000,1, ,29,4,1, , , 
4,1,46,8,2,5,6,6,1,2019,4,1,2400,1, ,20,5, ,1,2,11
4,1,51,14,97,5,4,4,2,2021,6, , ,1, ,21,6, , , , 
3,2,49,8,2,5,10,4,2,2024,3, ,2200,2,5, ,3, , , , 
2,1,53,2,2,5,11,9,1,2013,3, ,2000,1, ,25,4,2, , , 
4,1,56,4,2,6,8,4,1,2015,3, ,1600,1, ,30,3, , , , 
2,1,57,2,2,6,8,4,1,2013,1, ,2000, , ,20,4,1, , , 
2,1,54,7,1,1,2,2,1,2023,1, ,3500,1,9,30,5, ,1,10,17
4,2,54,11,2,6,7,98,1,2018,1, ,2200,2,5,23,4,2, , , 
4,1,61,4,2,6,9,5,1,2013,3, ,3000,2,7, ,4,1, , , 
4,1,47,13,2,4,3,2,2,2019,1, ,1600, , ,9,4,1, , , 
4,1,50,1,2,5,7,5,1,2019,1, ,2000, , ,25,1, , , , 
1,2,45,2,2,5,4,98,1,2019,1, ,1000, ,5,10,1, , , , 
3,1,48,1,2,5,6,6,2,2016,1, ,2000, , ,13,4,2, , , 
2,1,60,2,97,6,2,2,1,2013,1, ,2700,1, ,17,1, , , , 
1,1,44,1,2,6,2,99,1,2022,1, ,2200,1, ,9,4,1, , , 
3,1,64,1,2,6,11,5,1,2013,1, ,2000, , ,10,4,2, , , 
3,2,46,14,2,3,6,98,1,2021,3, ,2200,1,5, ,3, , , , 
2,1,53,8,2,5,6,5,2,2022,4,1,2000, , ,30,1, , , , 
2,2,56,1,2,5,11,6,1,2020,1, ,3000,1, ,24,4,2, , , 
2,1,42,14,2,5,11,11, , , , , , , ,20,4,2, , , 
3,1,62,11,97,7,11,11,2,2020,1, ,2000,2, ,1,1, , , , 
4,1,62,8,1,1,4,4,2,2022,3, ,2000,1, ,7,4,1, , , 
4,1,45,8,2,5,6,6,1,2013,3, ,2000,1, ,20,4,1, , , 
4,1,50,8,2,6,1,1,2,2023,2, ,2000, , ,29,5, ,4,5,11
2,1,49,4,2,5,9,6,1,2017,1, ,2000,3, ,16,1, , , , 
1,1,36,6,1,6,11,3,2,2020,1, ,1400,1, , ,5, ,3,2,10
2,1,47,1,2,5,8,7,1,2020,1, ,1600, , ,22,1, , , , 
1,1,54,3,2,5,9,8,1,2015,1, ,1600, , ,18,1, , , , 
2,1,60,11,2,6,7,4,1,2022,2, ,2000,1,5,20,4,1, , , 
4,2,55,2,2,6,3,1,1,2014,1, ,2000, , ,29,4,2, , , 
4,1,56,8,97,5,2,2,2,2021,3, ,2700,1,11,23,3, , , , 
4,1,49,3,2,5,8,3,1,2019,1, ,1000, ,5,30,4,2, , , 
1,2,46,1,2,3,2,2,1,2021,1, ,1600,1, ,11,1, , , , 
2,1,42,11,2,5,9,5,1,2022,5, , , , ,30,4,2, , , 
1,1,41,8,2,5,5,5,1,2014,1, ,1600, , ,7,1, , , , 
3,1,45,8,2,5,6,6,1,2021,5, , , , ,9,4,2, , , 
4,1,48,8,97,5,11,10,1,2021,4,1,2400,1, ,21,4,1, , , 
2,1,43,4,2,4,3,3,2,2019,3, ,2200,1,9,8,2, , , , 
4,1,54,8,2,6,10,5,1,2014,1, ,1600, , ,16,4,2, , , 
3,1,55,1,2,5,10,4,1,2019,3, ,1500, , ,25,5, ,1,17,14
3,2,54,15,2,6,8,3,2,2019,1, ,2000, , ,26,1, , , , 
1,1,67,1,97,1,10,10,1,2013,1, ,3000,1, ,26,1, , , , 
4,1,41,8,2,4,9,5,1,2019,1, ,2000,1, ,5,4,2, , , 
4,2,44,3,2,5,7,3,2,2013,1, ,1000, ,5,29,5, ,4,2,19
2,1,42,1,2,4,8,5,1,2018,1, ,2400,1, ,13,1, , , , 
2,1,53,15,1,1,1,1, , , , , , , , ,4,2, , , 
3,2,41,10,2,5,10,2,1,2019,3, ,2200,1,7, ,1, , , , 
2,1,48,1,2,5,11,2,1,2021,4,1,1600,1,6,20,5, ,10,19,3
4,1,52,2,2,5,10,10,1,2018,3, ,2000,1, ,13,1, , , , 
4,1,49,3,2,5,10,7,1,2017,4,1,1800, , ,7,5, ,5,2,4
1,1,48,8,2,4,9,5,1,2015,3, ,2000,3, ,30,4,1, , , 
3,1,57,15,2,6,5,4,2,2019,3, ,2200,1,5,11,3, , , , 
1,1,45,8,2,5,5,5,1,2020,1, ,2000,1,5,21,5, ,3,14,2
4,1,43,8,2,5,5,3,2,2013,3, ,2000,1,7,20,4,1, , , 
1,2,40,6,2,5,9,3,1,2019,4,1,1600,1, ,17,1, , , , 
4,2,53,10,2,6,4,1,2,2021,3, ,2000,1, , ,3, , , , 
3,1,65,8,2,7,4,4,1,2017,3, ,2200,1,6,21,1, , , , 
2,1,52,2,2,5,6,6,1,2013,3, ,2000,3, , ,6, , , , 
4,1,56,9,2,5,11,10,1,2020,1, ,2000, , ,13,5, ,4,1,3
4,1,58,8,2,6,11,5,1,2016,3, ,1800,1, ,7,3, , , , 
2,1,69,14,2,6,7,6,1,2013,1, ,3000,1, ,20,4,1, , , 
3,1,48,4,2,5,8,7,1,2013,3, ,2000,1,7,9,4,2, , , 
2,2,47,8,2,5,11,8,1,2013,1, ,2200,1, ,17,5, ,3,19,10
2,1,45,16,2,4,5,5,1,2019,3, ,2200,1,7, ,5, ,5,2, 
1,1,60,8,2,6,11,9,1,2019,4,1,2400,1, ,7,1, , , , 
3,2,38,2,2,4,5,2,1,2020,3, ,1500,1, ,13,4,2, , , 
4,1,51,8,1,1,3,3,2,2021,3, ,2000,1, ,20,4,1, , , 
2,1,61,2,2,7,10,10,1,2018,1, ,2500,1, ,25,1, , , , 
3,2,60,1,2,6,99,99,1,2013,1, ,1000, ,5,30,1, , , , 
2,1,67,8,2,6,4,3,1,2013,1, ,3000,1, ,8,1, , , , 
4,1,48,15,1,1,6,6,1,2016,3, ,2200,1,5,25,3, , , , 
1,2,35,3,2,4,7,2,1,2020,1, ,2000,3, ,7,1, , , , 
2,1,54,8,1,1,2,2,1,2013,1, ,1600, , ,20,4,1, , , 
4,1,58,1,97,6,8,4,1,2015,3, ,2000,1,5,30,6, , , , 
4,1,45,1,2,5,5,5,2,2023,1, ,3300,1, ,9,1, , , , 
2,2,59,15,2,6,5,3,1,2020,1, ,2000, , ,26,4,2, , , 
2,2,43,1,2,5,4,3,1,2017,1, ,1600, , ,2,1, , , , 
3,1,55,14,2,6,11,6,1,2018,1, ,3300,3, ,1,1, , , , 
4,1,58,7,2,6,5,2,1,2016,1, ,3000,1, , ,4,1, , , 
4,2,41,2,2,3,5,98,1,2022,1, ,1000, ,5,17,5, ,3,4,19
2,1,65,1,2,7,11,7,1,2019,4,1,2400,1, ,22,4,1, , , 
3,1,42,4,2,2,3,3,2,2014,1, ,1600, , ,11,4,1, , , 
2,1,42,10,1,1,8,8,1,2014,3, ,2000,3, ,13,5, ,17,1,15
3,1,43,8,1,1,5,5,2,2022,1, ,1600, , ,7,4,1, , , 
2,1,42,10,97,4,3,3,2,2013,1, ,1600, , ,15,4,2, , , 
1,1,49,1,2,5,11,6,1,2016,1, ,3300,3, ,30,4,1, , , 
3,1,45,8,2,5,5,4,2,2018,2, ,2000,1,7,7,4,2, , , 
3,1,48,9,2,5,8,6,1,2019,3, ,1500, , ,22,3, , , , 
3,1,65,1,2,7,6,5,1,2020,4,1,2400,1, ,10,4,1, , , 
4,1,43,1,2,5,6,6,1,2017,4,1,2000, , ,13,4,1, , , 
3,1,50,6,2,5,6,4,1,2014,1, ,1600, , ,9,4,2, , , 
1,1,60,8,2,6,2,2,1,2014,1, ,3200,3, ,20,1, , , , 
2,2,47,13,2,5,5,1,1,2013,1, ,1600, , ,30,4,2, , , 
4,2,36,2,2,2,3,2,1,2022,1, ,1600,1, ,24,2, , , , 
3,1,57,1,2,6,9,5,1,2019,3, ,1700,2, ,23,6, , , , 
2,2,42,2,1,1,5,5,1,2019,1, ,1000, , ,21,4,1, , , 
3,1,36,8,2,4,7,3,1,2016,4,1,2000, , ,20,1, , , , 
1,1,47,8,1,1,5,5,2,2016,1, ,2400,1, ,22,1, , , , 
3,1,34,6,1,6,11,4,1,2022,1, ,2000,1, ,13,3, , , , 
1,1,42,1,1,1,4,4,1,2013,1, ,1600, , ,21,4,1, , , 
1,2,65,1,2,7,5,98,2,2020,1, ,1000, ,5,25,1, , , , 
4,1,67,1,2,6,7,4,2,2013,1, ,3300,1, ,2,1, , , , 
3,1,36,8,2,4,4,4,1,2013,1, ,1600, , ,30,1, , , , 
4,1,37,1,2,4,5,5,2,2023,4,1,2500,1, ,22,4,1, , , 
2,1,51,8,2,6,7,4,1,2019,3, ,2200,1, ,23,4,1, , , 
4,1,51,2,1,1,4,4,1,2013,1, ,1600, , ,22,1, , , , 
3,2,39,5,2,4,8,3,1,2019,1, ,2200,1, ,9,4,2, , , 
4,1,53,4,1,1,3,3, , , , , , , , ,5, ,4,3,1
4,2,46,8,2,5,7,2,1,2017,3, ,1600,1, ,13,4,2, , , 
4,1,44,2,2,4,3,3,1,2021,1, ,2500,1,5,21,5, ,1,8,10
4,1,42,4,2,5,6,4,1,2016,1, ,2000, , ,13,4,2, , , 
2,2,64,1,2,6,8,2,1,2013,3, ,2000,1,7,13,4,2, , , 
1,1,53,15,2,6,8,4,1,2015,1, ,1600, , ,24,4,1, , , 
2,1,52,14,2,6,6,5,1,2022,1, ,1000, ,5,9,4,2, , , 
3,1,45,8,2,5,4,4,1,2014,2, ,2000, , ,7,4,1, , , 
1,1,58,3,97,1,9,9,2,2013,4,1,2400,1, ,13,1, , , , 
4,1,53,6,2,5,3,2,2,2021,2, ,1600, , ,24,2, , , , 
4,1,43,8,1,1,4,4,1,2013,3, ,2000,1, ,13,4,1, , , 
4,2,43,2,2,5,8,3,1,2021,2, ,2000,1,5,30,4,2, , , 
3,1,53,8,1,1,1,1,1,2020,1, ,1700,1, ,30,2, , , , 
4,2,51,16,1,1,3,3,1,2015,1, ,1400, , ,1,1, , , , 
2,2,44,13,1,6,5,2,1,2013,2, ,2000, , , ,4,1, , , 
2,1,46,1,2,5,11,8,1,2016,1, ,2400,1, ,23,1, , , , 
2,1,55,4,97,6,11,10,1,2019,1, ,3800,3, ,1,4,2, , , 
3,1,62,8,97,1,3,3,2,2018,1, ,2000, , ,2,4,2, , , 
4,2,53,1,97,6,2,2,1,2016,1, ,1600, , , ,1, , , , 
1,1,44,1,2,5,10,7,1,2021,5, , , , ,30,5, ,17,10,2
2,1,53,8,2,3,8,5,2,2019,3, ,2200,3, ,29,4,1, , , 
2,2,39,8, , , , ,2,2017,3, ,2000,1, , ,4,2, , , 
1,2,33,4,1,1,3,3,1,2021,1, ,1000,1, ,30,1, , , , 
3,1,44,1,2,5,7,7,1,2014,3, ,2000,3, , ,4,2, , , 
3,2,45,1,2,4,7,5,1,2022,1, ,2500,1, ,15,1, , , , 
1,1,67,4,2,6,7,7,1,2022,1, ,2000,1, ,11,1, , , , 
1,2,35,11,2,4,6,1,1,2023,1, ,2000,1,5,13,1, , , , 
3,1,49,8,2,4,7,4,2,2013,1, ,1600,1, ,16,4,2, , , 
3,2,46,1,2,5,7,2,1,2013,3, ,2000,1, ,25,4,2, , , 
3,1,53,10,2,5,6,3,2,2013,1, ,3800,1, ,13,1, , , , 
3,1,46,9,2,5,4,4,1,2015,4,1,2000, , ,17,1, , , , 
1,1,64,12,2,6,10,7,1,2013,1, ,2400,1, ,25,1, , , , 
3,1,45,16,2,5,99,99,1,2022,5, , , , ,8,1, , , , 
2,1,52,1,1,1,6,6, , , , , , , ,22,4,2, , , 
4,1,58,2,2,6,99,99,1,2022,1, ,2000,3, , ,4,1, , , 
3,1,46,2,2,4,8,8,1,2019,2, ,2000, , ,30,5, ,2, , 
2,1,66,2,2,7,2,2,2,2018,4,1,1600,1, ,29,1, , , , 
3,1,51,1,2,5,11,10,1,2020,1, ,3800,3,7,20,4,1, , , 
2,1,41,1,2,4,10,10,1,2013,1, ,2000,1, ,1,1, , , , 
1,1,44,1,2,4,4,4,1,2020,1, ,2500,1, ,29,4,2, , , 
1,1,55,1,2,5,6,6,1,2014,1, ,2000, , ,20,4,2, , , 
4,1,45,11,97,1,4,4,1,2014,2, ,2000, , ,13,2, , , , 
1,1,44,8,2,4,6,6,1,2022,1, ,2000,1, ,7,5, ,17,4,10
4,1,54,11,2,6,7,6,1,2020,1, ,3300,1, ,21,5, ,19,5,3
1,1,43,6,1,1,8,8,1,2013,3, ,2000,1,7,13,4,2, , , 
4,1,50,9,1,1,3,3,1,2013,1, ,1600, , ,8,1, , , , 
2,1,46,1,1,1,6,6,2,2019,1, ,1500,1, ,7,1, , , , 
3,1,43,8,2,3,8,6,1,2023,1, ,3500,3, ,13,1, , , , 
4,2,62,1,2,7,7,2,1,2016,3, ,2000,1,7,7,1, , , , 
2,1,43,8,1,6,13,2,2,2022,1, ,2000, , ,24,1, , , , 
1,1,47,6,1,1,4,4,1,2013,1, ,1600, , ,21,4,1, , , 
3,2,57,11,2,5,8,98,1,2018,1, ,3300,1, , ,5, ,4, , 
1,1,35,8,1,7,12,4,1,2015,1, ,1000, ,5,25,3, , , , 
4,1,66,8,2,7,11,7,2,2013,1, ,2700,1, ,7,4,2, , , 
4,1,68,8,2,7,3,2,1,2013,1, ,3000,1, ,25,1, , , , 
2,1,46,10,2,5,5,4,1,2022,1, ,3000,1, ,30,4,1, , , 
1,1,62,1,2,7,13,13,2,2020,1, ,4600,1, ,19,1, , , , 
4,1,68,13,2,7,4,3,1,2013,3, ,2200,1,7,7,4,1, , , 
1,1,43,1,2,2,5,3,1,2020,1, ,1600, , ,30,4,2, , , 
4,1,67,8,97,1,2,2,2,2020,1, ,2000, , ,24,1, , , , 
4,2,48,8,1,1,3,3,1,2014,3, ,1600, , , ,4,2, , , 
4,1,58,8,2,5,9,3,2,2021,1, ,1600, , ,21,4,1, , , 
3,1,55,1,2,6,10,8,1,2020,4,1,2400,1, ,13,4,1, , , 
3,1,65,6,97,1,3,3,2,2022,1, ,3300,1, ,7,1, , , , 
4,2,60,6,2,6,4,2, , , , , , , ,7,4,2, , , 
4,1,56,1,2,6,11,10,1,2023,1, ,2500,1,5,20,5, ,4,3,1
3,2,67,8,2,6,3,1,2,2018,2, ,2000, , , ,1, , , , 
4,1,66,6,97,1,4,4,2,2019,2, ,2000,1,5, ,6, , , , 
2,1,45,1,2,4,5,5,1,2014,3, ,2000,3, ,29,6, , , , 
1,1,43,2,1,1,4,4,2,2022,1, ,1000, ,5,6,1, , , , 
2,1,53,8,1,1,5,5, , , , , , , ,20,4,1, , , 
4,2,29,1,1,1,2,2,2,2022,4,1,2000, , , ,4,2, , , 
3,2,39,1,1,6,8,4,1,2013,2, ,2200,1, ,13,4,2, , , 
3,1,59,8,2,6,11,7,1,2017,1, ,1600, , ,20,1, , , , 
3,2,57,3,2,6,11,2,1,2016,1, ,3800,1, ,23,4,2, , , 
2,1,51,8,2,5,8,8,1,2020,3, ,3000,2,7,29,5, ,1,19,14
4,2,32,1,1,6,7,3,2,2021,1, ,1600, , , ,4,2, , , 
1,2,57,9,2,6,6,2,1,2013,1, ,2400,1, ,8,4,1, , , 
1,2,46,1,2,4,10,4, , , , , , , ,20,1, , , , 
3,1,49,8,2,6,5,3,1,2013,3, ,2000,1, ,2,4,1, , , 
1,1,50,8,2,2,5,5,1,2021,1, ,2000,3, ,1,5, ,2,3,14
3,1,46,2,1,5,6,6,1,2014,1, ,2400,1, ,24,4,2, , , 
1,1,59,16,2,6,7,3,1,2017,5, , , , , ,5, ,4,2,1
2,1,51,4,2,4,7,7,1,2013,4,1,2000, , ,7,4,1, , , 
4,2,52,2,2,6,10,5,1,2015,1, ,3300,3, ,7,1, , , , 
2,1,50,12,2,6,9,4,1,2018,5, , , , ,9,5, ,2,7,3
4,2,43,11,2,5,6,98,2,2016,1, ,2000, , , ,4,1, , , 
4,1,31,1,1,6,6,3,2,2022,4,1,2000, , , ,1, , , , 
1,1,58,3,2,6,11,3,1,2018,5, , , , ,21,5, ,3,4,1
2,1,53,15,2,6,8,3,1,2015,3, ,2500,3, , ,4,2, , , 
3,1,54,8,2,6,5,4,1,2018,1, ,2400,1, ,11,4,2, , , 
4,1,69,1,2,6,6,4,1,2018,4,1,2400,1, ,20,1, , , , 
1,1,65,4,2,7,6,5,2,2019,1, ,2400,1, ,25,1, , , , 
1,1,52,8,2,6,8,7,1,2022,1, ,1600,1, ,4,1, , , , 
2,2,47,3,2,6,5,98,2,2017,1, ,1000, ,5, ,1, , , , 
4,2,39,1,2,5,3,4,2,2019,1, ,1600, , ,19,1, , , , 
2,1,58,8,1,1,3,3, , , , , , , ,9,5, ,3,4,2
2,2,34,12,1,1,4,4,1,2016,1, ,1400, , ,13,1, , , , 
3,1,63,9,2,6,10,5,1,2013,1, ,2200,3, , ,4,1, , , 
1,1,60,8,2,6,3,3,1,2013,1, ,3000,1, ,20,4,2, , , 
2,1,66,15,2,7,3,3,1,2016,2, ,2000,1, ,7,1, , , , 
4,1,49,15,2,5,8,5,2,2019,3, ,2200,1,5,2,3, , , , 
2,1,49,15,2,5,5,5,2,2024,1, ,2000,1, , ,3, , , , 
1,2,58,5,2,3,12,9,1,2020,1, ,3500,1, ,7,4,2, , , 
2,1,56,15,2,6,5,3,2,2018,3, ,2200,1,9,9,4,2, , , 
3,1,66,9,2,6,3,3, , , , , , , ,29,4,1, , , 
1,1,45,8,1,1,5,5,2,2023,3, ,2200,1,7,22,1, , , , 
3,1,38,8,2,4,6,4,1,2021,5, , , , ,20,5, ,2,5,4
